pn_skid,kc_skid,pn_names,kc_names,claw_ids
11524119,9069405,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 6787 JH,9069405.2
57246,9069405,Uniglomerular mALT VA1v adPN 57247 HG,KCy 6787 JH,9069405.3
57319,9069405,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 6787 JH,9069405.4
57402,9069405,Uniglomerular mALT DC2 adPN 57403 SM,KCy 6787 JH,9069405.5
21999,9069405,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 6787 JH,9069405.6
22976,9094724,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 9511 JH,9094724.1
65465,9094724,Uniglomerular mALT DA3 adPN 57407 ML,KCy 9511 JH,9094724.2
24251,9094724,Uniglomerular mALT VM7v adPN 24252 LK,KCy 9511 JH,9094724.3
40749,9096278,Uniglomerular mALT DA4l adPN 40750 BH,KCa'B'x 12631 NM,9096278.1
771242,9096278,Uniglomerular mALT DC1 adPN 23665 AA,KCa'B'x 12631 NM,9096278.2
39668,9096278,Uniglomerular mALT DL5 adPN 39669 JMR,KCa'B'x 12631 NM,9096278.3
39682,9097930,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 14135 JH,9097930.1
30891,9097930,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 14135 JH,9097930.2
27246,9097930,Uniglomerular mALT VM3 adPN 27247 JMR,KCaBx 14135 JH,9097930.3
39682,9097930,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 14135 JH,9097930.4
27048,9097930,Uniglomerular mALT DP1l adPN 27049 BH,KCaBx 14135 JH,9097930.5
27048,9107369,Uniglomerular mALT DP1l adPN 27049 BH,KCa'B'x 11683 NM,9107369.1
27048,9107369,Uniglomerular mALT DP1l adPN 27049 BH,KCa'B'x 11683 NM,9107369.2
30791,9107369,Uniglomerular mALT DL2d adPN 30792 BH,KCa'B'x 11683 NM,9107369.3
771242,9107369,Uniglomerular mALT DC1 adPN 23665 AA,KCa'B'x 11683 NM,9107369.4
23134,9107543,Uniglomerular mALT VC3l adPN 23135 BH,KCaBx 14571 JH,9107543.1
39139,9107543,Uniglomerular mALT VM5d adPN 39140 CF,KCaBx 14571 JH,9107543.2
21999,9111219,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 17015 NM,9111219.1
57246,9111219,Uniglomerular mALT VA1v adPN 57247 HG,KCy 17015 NM,9111219.2
23829,9111219,Uniglomerular mALT DL4 adPN 23830 JMR,KCy 17015 NM,9111219.3
57385,9111219,Uniglomerular mALT DM5 lPN 57386 HG,KCy 17015 NM,9111219.4
21999,9134486,Uniglomerular mALT VL2a adPN 22000 JMR,KCa'B'x 14395 JH,9134486.1
57241,9134486,Uniglomerular mALT DC3 adPN 57242 ML,KCa'B'x 14395 JH,9134486.2
23569,9134486,Uniglomerular mALT VA4 lPN 23570 AA,KCa'B'x 14395 JH,9134486.3
16,9134486,Uniglomerular mALT VA6 adPN 017 DB,KCa'B'x 14395 JH,9134486.4
43539,9137150,Uniglomerular mALT VM7v adPN 43540 CF,KCy 6915 JH,9137150.1
23569,9137150,Uniglomerular mALT VA4 lPN 23570 AA,KCy 6915 JH,9137150.2
55125,9137150,Uniglomerular mALT VA1v adPN 55126 BH,KCy 6915 JH,9137150.3
11544121,9137150,Uniglomerular mALT VM7d adPN 40791 BH,KCy 6915 JH,9137150.4
27295,9137150,Uniglomerular mALT DA1 lPN 27296 BH,KCy 6915 JH,9137150.5
57241,9137312,Uniglomerular mALT DC3 adPN 57242 ML,KCy 17115 NM,9137312.1
22744,9137312,Uniglomerular mALT VC3m lvPN 22745 JMR,KCy 17115 NM,9137312.2
57241,9137312,Uniglomerular mALT DC3 adPN 57242 ML,KCy 17115 NM,9137312.3
49865,9137312,Uniglomerular mALT VM5d adPN 49866 JMR,KCy 17115 NM,9137312.4
37250,9137312,Uniglomerular mALT DA4m adPN 37251 JMR,KCy 17115 NM,9137312.5
57365,9137312,Uniglomerular mALT VA5 lPN 57366 NS,KCy 17115 NM,9137312.6
16,9144496,Uniglomerular mALT VA6 adPN 017 DB,KCy 16727 NM,9144496.1
165303,9144496,Uniglomerular mALT VA3 adPN 34321 JMR,KCy 16727 NM,9144496.2
40749,9144496,Uniglomerular mALT DA4l adPN 40750 BH,KCy 16727 NM,9144496.3
11524119,9144496,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 16727 NM,9144496.4
23597,9150135,Uniglomerular mALT VM4 adPN 23598 BH,KCy 15431 NM,9150135.1
57241,9150135,Uniglomerular mALT DC3 adPN 57242 ML,KCy 15431 NM,9150135.2
1775706,9150135,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 15431 NM,9150135.3
60799,9150135,Uniglomerular mALT DM6 adPN 60800 JMR,KCy 15431 NM,9150135.4
27048,9150135,Uniglomerular mALT DP1l adPN 27049 BH,KCy 15431 NM,9150135.5
11544074,9156595,Uniglomerular mALT DL1 adPN 27304 JMR,KCy 9871 NM,9156595.1
58686,9156595,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 9871 NM,9156595.2
33903,9165088,Uniglomerular mALT DL3 lPN 33904 JMR,KCaBx 14899 NM-CF,9165088.1
32399,9165088,Uniglomerular mALT DC3 adPN 32400 AA,KCaBx 14899 NM-CF,9165088.2
23597,9165088,Uniglomerular mALT VM4 adPN 23598 BH,KCaBx 14899 NM-CF,9165088.3
11524119,9166341,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'x 14327 JH,9166341.1
30434,9166341,Uniglomerular mALT VM5v adPN 30435 BH,KCa'B'x 14327 JH,9166341.2
23597,9166341,Uniglomerular mALT VM4 adPN 23598 BH,KCa'B'x 14327 JH,9166341.3
22132,9168453,Uniglomerular mALT VC1 lPN 22133 BH,KCy 6655 JH,9168453.1
35246,9168453,Uniglomerular mALT D adPN 35247 AA,KCy 6655 JH,9168453.2
57365,9168453,Uniglomerular mALT VA5 lPN 57366 NS,KCy 6655 JH,9168453.3
27048,9171066,Uniglomerular mALT DP1l adPN 27049 BH,KCaBx 14779 NM,9171066.1
11544074,9171066,Uniglomerular mALT DL1 adPN 27304 JMR,KCaBx 14779 NM,9171066.2
771242,9171066,Uniglomerular mALT DC1 adPN 23665 AA,KCaBx 14779 NM,9171066.3
11544074,9171066,Uniglomerular mALT DL1 adPN 27304 JMR,KCaBx 14779 NM,9171066.4
23569,9171066,Uniglomerular mALT VA4 lPN 23570 AA,KCaBx 14779 NM,9171066.5
30891,9171066,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 14779 NM,9171066.6
39668,9172781,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 6867 JH,9172781.1
23569,9172781,Uniglomerular mALT VA4 lPN 23570 AA,KCy 6867 JH,9172781.2
35447,9172781,Uniglomerular mALT VM5d adPN 35448 AA,KCy 6867 JH,9172781.3
23432,9172781,Uniglomerular mALT VA2 adPN 23433 AA,KCy 6867 JH,9172781.4
23432,9172781,Uniglomerular mALT VA2 adPN 23433 AA,KCy 6867 JH,9172781.5
55085,9174909,Uniglomerular mALT VC4 adPN 55086 AJ,KCaBx 13879 JH,9174909.1
58686,9174909,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 13879 JH,9174909.2
24251,9174909,Uniglomerular mALT VM7v adPN 24252 LK,KCaBx 13879 JH,9174909.3
57246,9174909,Uniglomerular mALT VA1v adPN 57247 HG,KCaBx 13879 JH,9174909.4
36390,9174909,Uniglomerular mALT VA1d adPN 36391 BH,KCaBx 13879 JH,9174909.5
23569,9174909,Uniglomerular mALT VA4 lPN 23570 AA,KCaBx 13879 JH,9174909.6
36390,9178535,Uniglomerular mALT VA1d adPN 36391 BH,KCaBx 13831 NM,9178535.1
30891,9178535,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 13831 NM,9178535.2
41578,9186095,Uniglomerular mALT VC3l adPN 41579 AJ,KCy 15415 CF,9186095.1
62434,9186095,Uniglomerular mALT VM5d adPN 62435 AJ,KCy 15415 CF,9186095.2
16,9186095,Uniglomerular mALT VA6 adPN 017 DB,KCy 15415 CF,9186095.3
40306,9186095,Uniglomerular mALT VM7d adPN 40307 CF,KCy 15415 CF,9186095.4
56424,9186153,Uniglomerular mALT DM2 lPN 56425 BH,KCy 6555 CF,9186153.1
27611,9186153,Uniglomerular mALT DM5 lPN 27612 JMR,KCy 6555 CF,9186153.2
42927,9186153,Uniglomerular mALT VC4 adPN 42928 JMR,KCy 6555 CF,9186153.3
36390,9186153,Uniglomerular mALT VA1d adPN 36391 BH,KCy 6555 CF,9186153.4
27048,9186153,Uniglomerular mALT DP1l adPN 27049 BH,KCy 6555 CF,9186153.5
11524119,9186153,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 6555 CF,9186153.6
39682,9186162,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 10459 CF,9186162.1
30891,9186162,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 10459 CF,9186162.2
23569,9186162,Uniglomerular mALT VA4 lPN 23570 AA,KCaBx 10459 CF,9186162.3
23432,9186162,Uniglomerular mALT VA2 adPN 23433 AA,KCaBx 10459 CF,9186162.4
73937,9186181,Uniglomerular mALT VL1 ilPN bilateral 73938 LK,KCy 16867 CF,9186181.1
771242,9186181,Uniglomerular mALT DC1 adPN 23665 AA,KCy 16867 CF,9186181.2
57402,9186181,Uniglomerular mALT DC2 adPN 57403 SM,KCy 16867 CF,9186181.3
65762,9186181,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 16867 CF,9186181.4
55085,9186181,Uniglomerular mALT VC4 adPN 55086 AJ,KCy 16867 CF,9186181.5
23569,9186181,Uniglomerular mALT VA4 lPN 23570 AA,KCy 16867 CF,9186181.6
40749,9186216,Uniglomerular mALT DA4l adPN 40750 BH,KCy 8875 CF,9186216.1
771242,9186216,Uniglomerular mALT DC1 adPN 23665 AA,KCy 8875 CF,9186216.2
40306,9186216,Uniglomerular mALT VM7d adPN 40307 CF,KCy 8875 CF,9186216.3
35447,9191892,Uniglomerular mALT VM5d adPN 35448 AA,KCaBx 12559 JH,9191892.1
53671,9191892,Uniglomerular mALT VM5v adPN 53672 AA,KCaBx 12559 JH,9191892.2
41578,9191892,Uniglomerular mALT VC3l adPN 41579 AJ,KCaBx 12559 JH,9191892.3
67408,9191892,Uniglomerular mALT DM2 lPN 67409 BH,KCaBx 12559 JH,9191892.4
57418,9191892,Uniglomerular mALT DA2 lPN 57419 LK,KCaBx 12559 JH,9191892.5
58686,9198377,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 6515 JH,9198377.1
45242,9198377,Uniglomerular mALT VC2 lPN 45243 AA,KCy 6515 JH,9198377.2
58686,9198377,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 6515 JH,9198377.3
65762,9198377,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 6515 JH,9198377.4
36390,9198831,Uniglomerular mALT VA1d adPN 36391 BH,KCaBx 13967 NM,9198831.1
62434,9198831,Uniglomerular mALT VM5d adPN 62435 AJ,KCaBx 13967 NM,9198831.2
58686,9198831,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 13967 NM,9198831.3
21999,9198831,Uniglomerular mALT VL2a adPN 22000 JMR,KCaBx 13967 NM,9198831.4
41308,9210802,Uniglomerular mALT VM3 adPN 41309 BH,KCy 15331 NM,9210802.1
52106,9210802,Uniglomerular mALT VA1v adPN 52107 AA,KCy 15331 NM,9210802.2
27246,9210802,Uniglomerular mALT VM3 adPN 27247 JMR,KCy 15331 NM,9210802.3
23569,9210802,Uniglomerular mALT VA4 lPN 23570 AA,KCy 15331 NM,9210802.4
23569,9210802,Uniglomerular mALT VA4 lPN 23570 AA,KCy 15331 NM,9210802.5
22976,9210802,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 15331 NM,9210802.6
39682,9215081,Uniglomerular mALT DM4 adPN 39683 JMR,KCa'B'x 11403 JH,9215081.1
43539,9215081,Uniglomerular mALT VM7v adPN 43540 CF,KCa'B'x 11403 JH,9215081.2
23432,9215081,Uniglomerular mALT VA2 adPN 23433 AA,KCa'B'x 11403 JH,9215081.3
11544074,9215081,Uniglomerular mALT DL1 adPN 27304 JMR,KCa'B'x 11403 JH,9215081.4
57319,9220810,Uniglomerular mALT VA3 adPN 57320 IJA,KCa'B'x 16515 NM,9220810.1
22132,9220810,Uniglomerular mALT VC1 lPN 22133 BH,KCa'B'x 16515 NM,9220810.2
58686,9221593,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 15547 JH,9221593.1
62434,9221593,Uniglomerular mALT VM5d adPN 62435 AJ,KCy 15547 JH,9221593.2
32399,9221593,Uniglomerular mALT DC3 adPN 32400 AA,KCy 15547 JH,9221593.3
27048,9221593,Uniglomerular mALT DP1l adPN 27049 BH,KCy 15547 JH,9221593.4
2863104,9224110,Uniglomerular mALT DA1 lPN 57316 2863105 ML,KCy 6871 NM,9224110.1
39254,9224110,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 6871 NM,9224110.2
165303,9224110,Uniglomerular mALT VA3 adPN 34321 JMR,KCy 6871 NM,9224110.3
56424,9224110,Uniglomerular mALT DM2 lPN 56425 BH,KCy 6871 NM,9224110.4
22976,9225497,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 9815 SAC,9225497.1
1775706,9225497,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 9815 SAC,9225497.2
58686,9225497,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 9815 SAC,9225497.3
56424,9225497,Uniglomerular mALT DM2 lPN 56425 BH,KCy 9815 SAC,9225497.4
28876,9225497,Uniglomerular mALT DM3 adPN 28877 JMR,KCy 9815 SAC,9225497.5
58686,9225497,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 9815 SAC,9225497.6
192547,9228192,Uniglomerular lALT V ilPN bilateral 192548 EAM GSXEJ RJVR,KCy 8375 JH,9228192.1
22132,9228192,Uniglomerular mALT VC1 lPN 22133 BH,KCy 8375 JH,9228192.2
771242,9228192,Uniglomerular mALT DC1 adPN 23665 AA,KCy 8375 JH,9228192.3
57385,9228192,Uniglomerular mALT DM5 lPN 57386 HG,KCy 8375 JH,9228192.4
40749,9228192,Uniglomerular mALT DA4l adPN 40750 BH,KCy 8375 JH,9228192.5
39682,9228192,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 8375 JH,9228192.6
30791,9228192,Uniglomerular mALT DL2d adPN 30792 BH,KCy 8375 JH,9228192.7
45882,9233093,Biglomerular mALT VP3 + VP1l ivPN bilateral 45883 AA ECM,KCa'B'x 11943 NM,9233093.1
32214,9248222,Uniglomerular mALT VA7m lPN 32215 BH,KCy 17107 JH,9248222.1
39668,9248222,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 17107 JH,9248222.2
57323,9248222,Uniglomerular mALT DA1 lPN 57324 LK JSL,KCy 17107 JH,9248222.3
57361,9249035,Uniglomerular mALT VA5 lPN 57362 ML,KCa'B'x 16463 NM,9249035.1
22594,9249035,Uniglomerular mALT DM5 lPN 22595 BH,KCa'B'x 16463 NM,9249035.2
165303,9249035,Uniglomerular mALT VA3 adPN 34321 JMR,KCa'B'x 16463 NM,9249035.3
24726,9249035,Uniglomerular mALT VM1 lPN 24727 BH,KCa'B'x 16463 NM,9249035.4
58686,9253286,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 14127 JH,9253286.1
58686,9253286,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 14127 JH,9253286.2
58686,9253286,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 14127 JH,9253286.3
57353,9253286,Uniglomerular mALT DA1 lPN 57354 GA,KCaBx 14127 JH,9253286.4
23569,9253286,Uniglomerular mALT VA4 lPN 23570 AA,KCaBx 14127 JH,9253286.5
46493,9253286,Uniglomerular mALT DC4 adPN 46494 JMR,KCaBx 14127 JH,9253286.6
55085,9253286,Uniglomerular mALT VC4 adPN 55086 AJ,KCaBx 14127 JH,9253286.7
32399,9253286,Uniglomerular mALT DC3 adPN 32400 AA,KCaBx 14127 JH,9253286.8
23432,9258437,Uniglomerular mALT VA2 adPN 23433 AA,KCa'B'x 16695 JH,9258437.1
21999,9258437,Uniglomerular mALT VL2a adPN 22000 JMR,KCa'B'x 16695 JH,9258437.2
56424,9258437,Uniglomerular mALT DM2 lPN 56425 BH,KCa'B'x 16695 JH,9258437.3
23432,9258758,Uniglomerular mALT VA2 adPN 23433 AA,KCy 6963 NM,9258758.1
57246,9258758,Uniglomerular mALT VA1v adPN 57247 HG,KCy 6963 NM,9258758.2
40749,9258758,Uniglomerular mALT DA4l adPN 40750 BH,KCy 6963 NM,9258758.3
57414,9258758,Uniglomerular mALT DC3 adPN 57415 LK,KCy 6963 NM,9258758.4
23569,9268737,Uniglomerular mALT VA4 lPN 23570 AA,KCa'B'x 8327 JH,9268737.1
28876,9268737,Uniglomerular mALT DM3 adPN 28877 JMR,KCa'B'x 8327 JH,9268737.2
58686,9268737,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCa'B'x 8327 JH,9268737.3
23432,9268737,Uniglomerular mALT VA2 adPN 23433 AA,KCa'B'x 8327 JH,9268737.4
21999,9268737,Uniglomerular mALT VL2a adPN 22000 JMR,KCa'B'x 8327 JH,9268737.5
57365,9271793,Uniglomerular mALT VA5 lPN 57366 NS,KCy 9695 JH,9271793.1
23597,9271793,Uniglomerular mALT VM4 adPN 23598 BH,KCy 9695 JH,9271793.2
57422,9271793,Uniglomerular mALT DA2 lPN A 57423 NS,KCy 9695 JH,9271793.3
40749,9271793,Uniglomerular mALT DA4l adPN 40750 BH,KCy 9695 JH,9271793.4
45242,9271793,Uniglomerular mALT VC2 lPN 45243 AA,KCy 9695 JH,9271793.5
21999,9271793,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 9695 JH,9271793.6
23597,9271827,Uniglomerular mALT VM4 adPN 23598 BH,KCaBx 12995 SAC,9271827.1
62434,9271827,Uniglomerular mALT VM5d adPN 62435 AJ,KCaBx 12995 SAC,9271827.2
58686,9271871,Uniglomerular mALT DP1m adPN 22768 BH ASB,KC 9443 CF,9271871.1
23512,9271871,Uniglomerular mALT VM5v adPN 23513 CF,KC 9443 CF,9271871.2
57341,9271871,Uniglomerular mALT DL2d adPN 57342 ML,KC 9443 CF,9271871.3
57353,9271871,Uniglomerular mALT DA1 lPN 57354 GA,KC 9443 CF,9271871.4
57385,9271871,Uniglomerular mALT DM5 lPN 57386 HG,KC 9443 CF,9271871.5
28876,9271877,Uniglomerular mALT DM3 adPN 28877 JMR,KCy 15091 CF,9271877.1
40306,9271877,Uniglomerular mALT VM7d adPN 40307 CF,KCy 15091 CF,9271877.2
39668,9271877,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 15091 CF,9271877.3
56424,9271877,Uniglomerular mALT DM2 lPN 56425 BH,KCy 15091 CF,9271877.4
23569,9271877,Uniglomerular mALT VA4 lPN 23570 AA,KCy 15091 CF,9271877.5
22594,9271877,Uniglomerular mALT DM5 lPN 22595 BH,KCy 15091 CF,9271877.6
22976,9271882,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 8231 CF,9271882.1
16,9271882,Uniglomerular mALT VA6 adPN 017 DB,KCy 8231 CF,9271882.2
22277,9271882,Uniglomerular mALT VC3m lvPN 22278 AA,KCy 8231 CF,9271882.3
23512,9271882,Uniglomerular mALT VM5v adPN 23513 CF,KCy 8231 CF,9271882.4
771242,9271882,Uniglomerular mALT DC1 adPN 23665 AA,KCy 8231 CF,9271882.5
1775706,9276414,Uniglomerular mALT DL1 adPN 22153 JMR,KCa'B'x 16471 SAC,9276414.1
22906,9276414,Uniglomerular mALT VA5 lPN 22907 JMR,KCa'B'x 16471 SAC,9276414.2
21999,9276414,Uniglomerular mALT VL2a adPN 22000 JMR,KCa'B'x 16471 SAC,9276414.3
36390,9276414,Uniglomerular mALT VA1d adPN 36391 BH,KCa'B'x 16471 SAC,9276414.4
54072,9277584,Uniglomerular mALT VM2 adPN 54073 JMR,KCa'B'x  9243 JH,9277584.1
23432,9277584,Uniglomerular mALT VA2 adPN 23433 AA,KCa'B'x  9243 JH,9277584.2
61773,9277584,Uniglomerular mALT DL2v adPN 61774 JMR,KCa'B'x  9243 JH,9277584.3
771242,9277584,Uniglomerular mALT DC1 adPN 23665 AA,KCa'B'x  9243 JH,9277584.4
42927,9277584,Uniglomerular mALT VC4 adPN 42928 JMR,KCa'B'x  9243 JH,9277584.5
40749,9279528,Uniglomerular mALT DA4l adPN 40750 BH,KCy 12095 JH ,9279528.1
771242,9279528,Uniglomerular mALT DC1 adPN 23665 AA,KCy 12095 JH ,9279528.2
62434,9279528,Uniglomerular mALT VM5d adPN 62435 AJ,KCy 12095 JH ,9279528.3
39682,9279528,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 12095 JH ,9279528.4
775731,9279528,Uniglomerular mALT VM1 lPN 39831 JMR,KCy 12095 JH ,9279528.5
22744,9279528,Uniglomerular mALT VC3m lvPN 22745 JMR,KCy 12095 JH ,9279528.6
57307,9280680,Uniglomerular mALT DM6 adPN 57308 ML,KCaBx 14527 NM,9280680.1
23569,9280680,Uniglomerular mALT VA4 lPN 23570 AA,KCaBx 14527 NM,9280680.2
771242,9280680,Uniglomerular mALT DC1 adPN 23665 AA,KCaBx 14527 NM,9280680.3
67637,9280680,Uniglomerular mALT DL2v adPN 67638 BH,KCaBx 14527 NM,9280680.4
27048,9280680,Uniglomerular mALT DP1l adPN 27049 BH,KCaBx 14527 NM,9280680.5
23134,9280680,Uniglomerular mALT VC3l adPN 23135 BH,KCaBx 14527 NM,9280680.6
1775706,9282773,Uniglomerular mALT DL1 adPN 22153 JMR,KCa'B'x 16491 JH,9282773.1
61221,9282773,Uniglomerular mALT DA1 lPN 61222 AJ,KCa'B'x 16491 JH,9282773.2
11524119,9282773,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'x 16491 JH,9282773.3
22744,9283477,Uniglomerular mALT VC3m lvPN 22745 JMR,KCa'B'x 14339 JH,9283477.1
11544074,9283477,Uniglomerular mALT DL1 adPN 27304 JMR,KCa'B'x 14339 JH,9283477.2
61221,9283477,Uniglomerular mALT DA1 lPN 61222 AJ,KCa'B'x 14339 JH,9283477.3
58686,9306255,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 14507 JH,9306255.1
30891,9306255,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 14507 JH,9306255.2
23432,9306255,Uniglomerular mALT VA2 adPN 23433 AA,KCaBx 14507 JH,9306255.3
16,9306255,Uniglomerular mALT VA6 adPN 017 DB,KCaBx 14507 JH,9306255.4
39682,9306255,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 14507 JH,9306255.5
54072,9306255,Uniglomerular mALT VM2 adPN 54073 JMR,KCaBx 14507 JH,9306255.6
41578,9306255,Uniglomerular mALT VC3l adPN 41579 AJ,KCaBx 14507 JH,9306255.7
30891,9306255,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 14507 JH,9306255.8
775731,9311659,Uniglomerular mALT VM1 lPN 39831 JMR,KCy 8859 JH,9311659.1
57418,9311659,Uniglomerular mALT DA2 lPN 57419 LK,KCy 8859 JH,9311659.2
27884,9311659,Uniglomerular lALT V ilPN bilateral 27885 JMR,KCy 8859 JH,9311659.3
40637,9315272,Uniglomerular mALT D adPN 40638 BH,KCaBx 14175 SAC,9315272.1
771242,9315272,Uniglomerular mALT DC1 adPN 23665 AA,KCaBx 14175 SAC,9315272.2
22744,9315272,Uniglomerular mALT VC3m lvPN 22745 JMR,KCaBx 14175 SAC,9315272.3
58686,9315272,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBx 14175 SAC,9315272.4
23134,9315272,Uniglomerular mALT VC3l adPN 23135 BH,KCaBx 14175 SAC,9315272.5
2863104,9316502,Uniglomerular mALT DA1 lPN 57316 2863105 ML,KCy 7127 JH,9316502.1
55125,9316502,Uniglomerular mALT VA1v adPN 55126 BH,KCy 7127 JH,9316502.2
755022,9316502,Uniglomerular mALT DA1 lPN 57358 IJA,KCy 7127 JH,9316502.3
16,9316502,Uniglomerular mALT VA6 adPN 017 DB,KCy 7127 JH,9316502.4
52106,9316502,Uniglomerular mALT VA1v adPN 52107 AA,KCy 7127 JH,9316502.5
52106,9318471,Uniglomerular mALT VA1v adPN 52107 AA,KC 6495 CF,9318471.1
21999,9318471,Uniglomerular mALT VL2a adPN 22000 JMR,KC 6495 CF,9318471.2
22132,9318471,Uniglomerular mALT VC1 lPN 22133 BH,KC 6495 CF,9318471.3
41308,9318471,Uniglomerular mALT VM3 adPN 41309 BH,KC 6495 CF,9318471.4
27246,9319364,Uniglomerular mALT VM3 adPN 27247 JMR,KCaBx 14835 SAC,9319364.1
30891,9319364,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 14835 SAC,9319364.2
39682,9319364,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 14835 SAC,9319364.3
67637,9319364,Uniglomerular mALT DL2v adPN 67638 BH,KCaBx 14835 SAC,9319364.4
61773,9319364,Uniglomerular mALT DL2v adPN 61774 JMR,KCaBx 14835 SAC,9319364.5
55085,9338312,Uniglomerular mALT VC4 adPN 55086 AJ,KCy 11627 SAC,9338312.1
57402,9338312,Uniglomerular mALT DC2 adPN 57403 SM,KCy 11627 SAC,9338312.2
54072,9338312,Uniglomerular mALT VM2 adPN 54073 JMR,KCy 11627 SAC,9338312.3
1775706,9338312,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 11627 SAC,9338312.4
22976,9338312,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 11627 SAC,9338312.5
37935,9338312,Uniglomerular mALT VC4 adPN 37936 CF,KCy 11627 SAC,9338312.6
27884,9338312,Uniglomerular lALT V ilPN bilateral 27885 JMR,KCy 11627 SAC,9338312.7
16,9345768,Uniglomerular mALT VA6 adPN 017 DB,KCy 9345769 SAC,9345768.1
22744,9345768,Uniglomerular mALT VC3m lvPN 22745 JMR,KCy 9345769 SAC,9345768.2
21999,9345768,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 9345769 SAC,9345768.3
771242,9345768,Uniglomerular mALT DC1 adPN 23665 AA,KCy 9345769 SAC,9345768.4
57353,9345768,Uniglomerular mALT DA1 lPN 57354 GA,KCy 9345769 SAC,9345768.5
24251,9348391,Uniglomerular mALT VM7v adPN 24252 LK,KCy 8499 SAC,9348391.1
22594,9348391,Uniglomerular mALT DM5 lPN 22595 BH,KCy 8499 SAC,9348391.2
57319,9348391,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 8499 SAC,9348391.3
165303,9348391,Uniglomerular mALT VA3 adPN 34321 JMR,KCy 8499 SAC,9348391.4
581536,9348391,Uniglomerular mALT DL3 lPN 47095 JMR,KCy 8499 SAC,9348391.5
51080,9348391,Uniglomerular mALT VA1v adPN 57251 LK,KCy 8499 SAC,9348391.6
22976,9348391,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 8499 SAC,9348391.7
27048,9362069,Uniglomerular mALT DP1l adPN 27049 BH,KCaBx 13331 SAC,9362069.1
30891,9362069,Uniglomerular mALT DM1 lPN 30892 BH,KCaBx 13331 SAC,9362069.2
23432,9362069,Uniglomerular mALT VA2 adPN 23433 AA,KCaBx 13331 SAC,9362069.3
39682,9362069,Uniglomerular mALT DM4 adPN 39683 JMR,KCaBx 13331 SAC,9362069.4
28876,9362069,Uniglomerular mALT DM3 adPN 28877 JMR,KCaBx 13331 SAC,9362069.5
27884,9362069,Uniglomerular lALT V ilPN bilateral 27885 JMR,KCaBx 13331 SAC,9362069.6
27048,9363479,Uniglomerular mALT DP1l adPN 27049 BH,KCy 16851 JH,9363479.1
