,0,1,2,3,4,anno_ids_0,anno_ids_1,anno_ids_2,anno_ids_3,anno_ids_4,kc_ids
600,DM1,V,DP1m,VA4,DC1,1419230,1419095,2500472,1283123,1419168,424433
601,DM3,DL2v,DM2,VA2,DM1,1419219,1419214,1419110,1419211,1419230,424433
602,DL2d,DP1l,VM3,VM2,VA2,1419171,2500556,1419178,1419073,1419211,424433
603,DP1m,DC1,DM2,DM4,VL2p,2500472,1419168,1419110,1419070,1419126,424433
604,VM2,VM3,DL2v,VM2,VA2,1419073,1419178,1419214,1419073,1419211,424433
605,DP1m,VM3,DM2,DM1,DM6,2500472,1419178,1419110,1419230,2500548,12786
606,DM3,V,DP1l,VM3,DL2v,1419219,1419095,2500556,1419178,1419214,12786
607,VC3m,VM5d,DC2,VC3l,VC4,2500575,1194543,1283103,4587289,2500615,12786
608,VA7m,VA7m,VC4,VA3,VA7m,1419121,1419121,2500615,1419182,1419121,12786
609,VA3,VA7m,VA7m,VC4,DA1,1419182,1419121,1419121,2500615,1419201,12786
610,DP1m,DM3,DM1,DP1m,DM2,2500472,1419219,1419230,2500472,1419110,12786
611,VC4,VC4,VM5d,DM6,VC4,2500615,2500615,1194543,2500548,2500615,14838
612,V,V,VC4,DL2d,DP1l,1419095,1419095,2500615,1419171,2500556,14838
613,DM6,DM2,DM2,DP1m,DM6,2500548,1419110,1419110,2500472,2500548,14838
614,DM5,VM2,DM1,VM3,DP1m,1419102,1419073,1419230,1419178,2500472,14838
615,DM4,VM2,DM2,VC2,VM1,1419070,1419073,1419110,1419099,1419153,14838
616,DM4,DP1l,DM3,VM3,VC2,1419070,2500556,1419219,1419178,1419099,14838
617,DM1,VM3,DM4,DL2v,VM2,1419230,1419178,1419070,1419214,1419073,14838
618,DL2v,VM3,DM1,DM4,VM2,1419214,1419178,1419230,1419070,1419073,14838
619,DM4,DP1m,VM2,DM5,VM3,1419070,2500472,1419073,1419102,1419178,14838
620,DP1m,DM3,DM2,DP1m,DM1,2500472,1419219,1419110,2500472,1419230,14838
621,DA1,VC3m,DL1,DC2,VC3l,1419201,2500575,1419144,1283103,4587289,424445
622,VM5d,VC3l,DM6,DP1m,VM5v,1194543,4587289,2500548,2500472,1194549,424445
623,VC3l,VC4,DA3,VA2,DM5,4587289,2500615,2500563,1419211,1419102,424445
624,DC2,VM5v,DP1m,VC3m,DL1,1283103,1194549,2500472,2500575,1419144,424445
625,DA1,DL1,VC3m,DL1,VM5v,1419201,1419144,2500575,1419144,1194549,424445
626,DM2,VC4,DM3,DL2v,V,1419110,2500615,1419219,1419214,1419095,424445
627,VA4,DM4,DM3,VM3,DM1,1283123,1419070,1419219,1419178,1419230,424445
628,DM6,DL5,DM6,VM5v,VM5v,2500548,1419118,2500548,1194549,1194549,8706
629,DL2v,VC3m,VA7l,DL2v,VC2,1419214,2500575,1419088,1419214,1419099,8706
630,VC3m,VA7m,DP1m,VM5v,DC2,2500575,1419121,2500472,1194549,1283103,8706
631,DL1,DL1,VA6,VM7v,DC2,1419144,1419144,2500515,1419157,1283103,10754
632,DP1m,DM1,VM3,DL2v,V,2500472,1419230,1419178,1419214,1419095,10754
633,DC1,VM5d,VA6,DA1,DM2,1419168,1194543,2500515,1419201,1419110,10754
634,VA1v,VC3l,VA6,VM7v,DC3,2500585,4587289,2500515,1419157,1283111,10754
635,DM3,V,DM1,V,DM5,1419219,1419095,1419230,1419095,1419102,10754
636,VA3,DL1,DC2,DP1m,DM2,1419182,1419144,1283103,2500472,1419110,424451
637,VA7m,VA3,VA5,DM5,VA5,1419121,1419182,2500530,1419102,2500530,424451
638,DM2,DP1m,DM1,DM2,VA2,1419110,2500472,1419230,1419110,1419211,424451
639,DM6,DM6,VM5v,DM6,DP1m,2500548,2500548,1194549,2500548,2500472,424451
640,VM5v,DM6,DL5,VM5v,DM6,1194549,2500548,1419118,1194549,2500548,424451
641,DL1,DA1,VM4,D,DL1,1419144,1419201,1419198,1419148,1419144,424451
642,DM1,V,DP1m,VA4,VM3,1419230,1419095,2500472,1283123,1419178,6662
643,VA6,DC2,DL1,VM7v,D,2500515,1283103,1419144,1419157,1419148,6662
644,VC3l,VC4,VA2,VC3l,VC3l,4587289,2500615,1419211,4587289,4587289,6662
645,VA7l,DA4l,VL2p,VC2,DC1,1419088,4502221,1419126,1419099,1419168,6662
646,DP1m,V,V,VC3m,DP1l,2500472,1419095,1419095,2500575,2500556,6662
647,D,DA1,VA6,DC3,VM7v,1419148,1419201,2500515,1283111,1419157,6662
648,VA6,VL2a,VM5d,VA1d,DA1,2500515,2500501,1194543,1283107,1419201,6662
649,DC1,DA1,VA6,VM5d,DM2,1419168,1419201,2500515,1194543,1419110,6662
650,VA1v,DL1,DC3,DA1,DL4,2500585,1419144,1283111,1419201,1419192,6662
651,DM4,VM3,VA4,DM1,DM1,1419070,1419178,1283123,1419230,1419230,424457
652,DL2v,DL2v,DM4,DL2d,DL2d,1419214,1419214,1419070,1419171,1419171,424457
653,DL2d,DL2v,DP1l,VM3,DL2d,1419171,1419214,2500556,1419178,1419171,424457
654,DC4,VM5d,DM6,VM7d,VC3l,1419077,1194543,2500548,1419114,4587289,424457
655,VC3m,VA7m,DA1,VC5,VC1,2500575,1419121,1419201,5604551,1419195,424457
656,DM1,VA4,DP1m,DM4,DL2v,1419230,1283123,2500472,1419070,1419214,514569
657,DP1m,VL2p,DC1,DM5,DM2,2500472,1419126,1419168,1419102,1419110,514569
658,DM3,VA4,DM4,DP1m,DM5,1419219,1283123,1419070,2500472,1419102,514569
659,DP1m,VC5,DM1,DM4,DM3,2500472,5604551,1419230,1419070,1419219,14862
660,VM5d,VM5d,VM5d,DL1,DL5,1194543,1194543,1194543,1419144,1419118,14862
661,VC4,VC4,VC4,VM5d,VA7m,2500615,2500615,2500615,1194543,1419121,14862
662,VM7d,VM5v,VM5v,VP1,DA1,1419114,1194549,1194549,5304188,1419201,14862
663,VM5d,VC3m,VM7d,VM5d,DC4,1194543,2500575,1419114,1194543,1419077,14862
664,DP1m,DL2d,DL2v,DM4,DM1,2500472,1419171,1419214,1419070,1419230,424463
665,VA3,VA7m,VA5,VA5,VA3,1419182,1419121,2500530,2500530,1419182,424463
666,VC4,VC3m,V,DA3,VA2,2500615,2500575,1419095,2500563,1419211,424463
667,DM6,VM5v,DM6,DC1,DM5,2500548,1194549,2500548,1419168,1419102,424463
668,DM2,DC1,VA2,DM3,DM6,1419110,1419168,1419211,1419219,2500548,424463
669,VC1,VP2,DP1m,VC1,DA4l,1419195,4672152,2500472,1419195,4502221,211473
670,DM6,DM6,VM5v,DP1m,DM6,2500548,2500548,1194549,2500472,2500548,211473
671,VA7m,VA7m,VL2p,DM1,DL2v,1419121,1419121,1419126,1419230,1419214,211473
672,VA2,DM3,DL2v,DM4,DM1,1419211,1419219,1419214,1419070,1419230,211473
673,DA4l,VP1,VA7l,DA2,DC2,4502221,5304188,1419088,1419133,1283103,211473
674,VM5d,VC3l,DM6,VC3l,VC4,1194543,4587289,2500548,4587289,2500615,211473
675,DA2,VA5,VA7m,VM1,DA2,1419133,2500530,1419121,1419153,1419133,16914
676,DA4l,VC1,VA7l,DP1m,VP1,4502221,1419195,1419088,2500472,5304188,16914
677,DA2,DC2,DA1,VC2,VA5,1419133,1283103,1419201,1419099,2500530,16914
678,VA5,DA3,VA7l,DM5,VC1,2500530,2500563,1419088,1419102,1419195,16914
679,VC1,VC4,DA1,VC1,VM5d,1419195,2500615,1419201,1419195,1194543,16914
680,DL1,D,VA1d,VA1v,D,1419144,1419148,1283107,2500585,1419148,16914
681,DA1,VC2,DA2,VA5,DC2,1419201,1419099,1419133,2500530,1283103,16914
682,DA1,VC3m,DL1,VC5,DC2,1419201,2500575,1419144,5604551,1283103,424469
683,DM1,DL2v,VA4,VA4,DM3,1419230,1419214,1283123,1283123,1419219,424469
684,DM2,DM4,DP1m,DM1,DM3,1419110,1419070,2500472,1419230,1419219,424469
685,DC1,DL5,VM5v,VC3m,VM5d,1419168,1419118,1194549,2500575,1194543,424469
686,VC3m,DA4l,DA4m,DA2,VA7m,2500575,4502221,1419080,1419133,1419121,8726
687,DM2,DM2,DP1m,VL2p,VA2,1419110,1419110,2500472,1419126,1419211,8726
688,VA3,VC4,VL2p,VC5,VL2a,1419182,2500615,1419126,5604551,2500501,8726
689,VA1d,DA1,DA1,VL2a,DA1,1283107,1419201,1419201,2500501,1419201,8726
690,VL2a,VM7v,VC4,VA3,VM7v,2500501,1419157,2500615,1419182,1419157,8726
691,VC2,DL2v,DM1,VA7m,VL2p,1419099,1419214,1419230,1419121,1419126,424475
692,VC3m,VC4,DL2v,V,DA3,2500575,2500615,1419214,1419095,2500563,424475
693,DL5,DM6,VM5v,VM7v,DM6,1419118,2500548,1194549,1419157,2500548,424475
694,VM7d,VM5v,DC4,VM5v,VC3l,1419114,1194549,1419077,1194549,4587289,424475
695,DP1m,DM6,VC3m,VC3l,DC2,2500472,2500548,2500575,4587289,1283103,424475
696,DA4l,VA7l,VA3,VC1,DP1m,4502221,1419088,1419182,1419195,2500472,424475
697,VC5,DP1l,VA2,DM3,V,5604551,2500556,1419211,1419219,1419095,12830
698,VA2,VC4,DM1,VA4,VM7v,1419211,2500615,1419230,1283123,1419157,12830
699,VP1,VA7m,DA1,VA3,VA7m,5304188,1419121,1419201,1419182,1419121,12830
700,VA3,VA7m,VA7m,VC4,DA1,1419182,1419121,1419121,2500615,1419201,12830
701,V,DC1,DP1m,DM1,V,1419095,1419168,2500472,1419230,1419095,31267
702,DL2v,DM3,VA2,DM2,VM2,1419214,1419219,1419211,1419110,1419073,31267
703,DM1,DM4,VA4,DM3,DM2,1419230,1419070,1283123,1419219,1419110,31267
704,VM3,V,DM3,DL2v,DM5,1419178,1419095,1419219,1419214,1419102,31267
705,DL2v,VM3,DM4,VM2,DL2v,1419214,1419178,1419070,1419073,1419214,31267
706,DM4,VA4,V,VM2,DM3,1419070,1283123,1419095,1419073,1419219,31267
707,DM1,VA4,DM4,VA4,VM3,1419230,1283123,1419070,1283123,1419178,31267
708,DM1,DM4,VA4,DM3,DM1,1419230,1419070,1283123,1419219,1419230,31267
709,VC3m,VC5,VL2a,DC1,DA1,2500575,5604551,2500501,1419168,1419201,514596
710,DA1,DL1,VC5,VC3m,DC2,1419201,1419144,5604551,2500575,1283103,514596
711,DM1,DL2v,VA4,VA4,DM3,1419230,1419214,1283123,1283123,1419219,514596
712,VM3,VM2,DL2d,VM3,VA4,1419178,1419073,1419171,1419178,1283123,514596
713,DM6,VC5,DM2,DM2,DL1,2500548,5604551,1419110,1419110,1419144,12838
714,VA2,DM1,VA4,VC4,DM4,1419211,1419230,1283123,2500615,1419070,12838
715,DM1,VA2,VA4,DP1m,DM3,1419230,1419211,1283123,2500472,1419219,12838
716,VM5d,VC3m,VC4,VC4,DC2,1194543,2500575,2500615,2500615,1283103,12838
717,VM3,VM2,DM5,VM3,DM4,1419178,1419073,1419102,1419178,1419070,12838
718,VM3,VM2,DM4,VM3,DL2v,1419178,1419073,1419070,1419178,1419214,12838
719,DM1,DP1m,VM3,DP1m,VM2,1419230,2500472,1419178,2500472,1419073,12838
720,DM3,VM3,DP1l,DM4,DM4,1419219,1419178,2500556,1419070,1419070,12838
721,DL2v,DM5,VM3,DM5,DL2v,1419214,1419102,1419178,1419102,1419214,12842
722,DM6,VC3l,VC5,DM6,DM6,2500548,4587289,5604551,2500548,2500548,12842
723,DP1m,DM3,DM1,DP1m,DM2,2500472,1419219,1419230,2500472,1419110,12842
724,DM2,DL1,DM2,DM6,DM2,1419110,1419144,1419110,2500548,1419110,12842
725,DC1,VC3l,VM7v,VC3l,VA2,1419168,4587289,1419157,4587289,1419211,12842
726,VC3l,VC3l,VM5d,VM7v,VC3m,4587289,4587289,1194543,1419157,2500575,12842
727,DM3,DP1m,DM2,DP1m,VM1,1419219,2500472,1419110,2500472,1419153,12842
728,VM3,DM4,VM2,DM1,VM3,1419178,1419070,1419073,1419230,1419178,14890
729,DM6,DM6,VC3l,VC5,DM6,2500548,2500548,4587289,5604551,2500548,14890
730,VC3l,VM5d,VC4,VC3l,DL1,4587289,1194543,2500615,4587289,1419144,14890
731,VM2,VM3,VM3,DM4,DM5,1419073,1419178,1419178,1419070,1419102,14890
732,VA4,VM1,VM2,VL2p,VM1,1283123,1419153,1419073,1419126,1419153,14890
733,DM2,DM2,DL1,DC1,DM6,1419110,1419110,1419144,1419168,2500548,14890
734,DP1m,DM3,VM2,VL2p,VM1,2500472,1419219,1419073,1419126,1419153,14890
735,VC3m,DP1m,VA7m,VM5v,DM6,2500575,2500472,1419121,1194549,2500548,424493
736,VM5v,DC1,DM6,DA1,DP1m,1194549,1419168,2500548,1419201,2500472,424493
737,DM1,VM3,VM3,VA4,DM4,1419230,1419178,1419178,1283123,1419070,424493
738,DM4,DM2,DM1,V,DM3,1419070,1419110,1419230,1419095,1419219,424493
739,VA5,VA7m,VM5v,VA3,VM5v,2500530,1419121,1194549,1419182,1194549,424493
740,DP1m,DL2v,DM1,V,VM3,2500472,1419214,1419230,1419095,1419178,424493
741,DL2v,VM3,DL2v,DP1m,DP1l,1419214,1419178,1419214,2500472,2500556,8750
742,DC4,DL5,VC3l,DL1,DC2,1419077,1419118,4587289,1419144,1283103,8750
743,VM1,DA2,VM1,DA2,DA2,1419153,1419133,1419153,1419133,1419133,8750
744,DP1m,VA2,DM2,VC4,DM2,2500472,1419211,1419110,2500615,1419110,8750
745,DM3,DM4,DM1,VA4,DM4,1419219,1419070,1419230,1283123,1419070,424499
746,DM4,DM1,VA4,DL2d,DM3,1419070,1419230,1283123,1419171,1419219,424499
747,DC1,V,VA4,VM3,DM1,1419168,1419095,1283123,1419178,1419230,424499
748,VA2,DC1,VC3l,DM6,DM2,1419211,1419168,4587289,2500548,1419110,424499
749,DM1,DM4,VA4,DC1,DM3,1419230,1419070,1283123,1419168,1419219,424499
750,DA4m,VM5v,VP1,DA1,DM4,1419080,1194549,5304188,1419201,1419070,12854
751,VA3,VC4,DA1,DM3,VM7v,1419182,2500615,1419201,1419219,1419157,12854
752,VA5,VA7m,DA2,DC2,DA2,2500530,1419121,1419133,1283103,1419133,12854
753,DM6,DP1m,DC4,DC2,VM5v,2500548,2500472,1419077,1283103,1194549,12854
754,VC3l,DM6,VM5d,VC4,VM5v,4587289,2500548,1194543,2500615,1194549,12854
755,DM2,DM2,DM3,DM4,V,1419110,1419110,1419219,1419070,1419095,10814
756,VA1v,VA6,VC3l,VM5d,DC3,2500585,2500515,4587289,1194543,1283111,10814
757,DM1,VA4,DP1m,DM3,V,1419230,1283123,2500472,1419219,1419095,10814
758,VC4,DP1m,VA2,VA3,DM5,2500615,2500472,1419211,1419182,1419102,10814
759,VM5v,VC3l,DL5,VM5v,VP1,1194549,4587289,1419118,1194549,5304188,14910
760,DM5,DP1m,DM2,DM6,DM4,1419102,2500472,1419110,2500548,1419070,14910
761,DP1m,DM2,DM6,DM5,DM2,2500472,1419110,2500548,1419102,1419110,14910
762,VM5d,VM5d,VM5d,DL1,DL1,1194543,1194543,1194543,1419144,1419144,14910
763,DL2v,VM3,DM4,DM5,VM2,1419214,1419178,1419070,1419102,1419073,14910
764,VM3,DM1,DM5,VM3,VM2,1419178,1419230,1419102,1419178,1419073,14910
765,DM1,DL2v,DM4,VM3,VA2,1419230,1419214,1419070,1419178,1419211,14910
766,DC1,VC5,VA6,VC1,VP2,1419168,5604551,2500515,1419195,4672152,424511
767,DL2d,DL2v,DL2v,VC3m,V,1419171,1419214,1419214,2500575,1419095,424511
768,VC2,DM1,DP1l,VA7l,VA3,1419099,1419230,2500556,1419088,1419182,424511
769,VA2,VM2,DL2v,VM2,VC3m,1419211,1419073,1419214,1419073,2500575,424511
770,DM1,DM4,DM3,VA4,VM3,1419230,1419070,1419219,1283123,1419178,424511
771,VM5d,VC3m,VC4,VC4,VP1,1194543,2500575,2500615,2500615,5304188,1677889
772,DM6,DM4,DM2,DP1m,DM6,2500548,1419070,1419110,2500472,2500548,1677889
773,VC4,VC4,VC4,VC5,DP1m,2500615,2500615,2500615,5604551,2500472,1677889
774,VC1,VM2,VC1,VA7m,VC2,1419195,1419073,1419195,1419121,1419099,1677889
775,DM3,VM3,V,DP1l,DL2v,1419219,1419178,1419095,2500556,1419214,1677889
776,VA6,DA2,D,DL1,DA2,2500515,1419133,1419148,1419144,1419133,1677889
777,VA1v,DC3,DA1,DL1,VM5d,2500585,1283111,1419201,1419144,1194543,10818
778,DM3,VM3,V,V,VA4,1419219,1419178,1419095,1419095,1283123,10818
779,V,DM5,DM3,V,VM3,1419095,1419102,1419219,1419095,1419178,10818
780,DC1,DA1,VA6,VM5d,DC3,1419168,1419201,2500515,1194543,1283111,10818
781,DC1,V,DP1m,VA4,DP1l,1419168,1419095,2500472,1283123,2500556,10818
782,VA2,DP1m,VA3,VC4,DM2,1419211,2500472,1419182,2500615,1419110,10818
783,DM5,VM1,DL2d,DP1m,DP1l,1419102,1419153,1419171,2500472,2500556,8297026
784,VA6,VL2p,VC1,DA1,DC1,2500515,1419126,1419195,1419201,1419168,8297026
785,DP1m,VC1,VP1,DA4l,VM1,2500472,1419195,5304188,4502221,1419153,8297026
786,DC1,VC5,VA6,VC1,VP2,1419168,5604551,2500515,1419195,4672152,8297026
787,VC3l,DP1m,DM6,VM5d,DC2,4587289,2500472,2500548,1194543,1283103,8297026
788,DM4,DP1m,DM3,DM1,VM3,1419070,2500472,1419219,1419230,1419178,12874
789,VA4,VM2,VL2p,VM1,VM1,1283123,1419073,1419126,1419153,1419153,12874
790,VC3l,VM5d,VC3l,DL1,VC4,4587289,1194543,4587289,1419144,2500615,12874
791,VA2,DM1,VC4,DP1m,VA4,1419211,1419230,2500615,2500472,1283123,12874
792,VC3l,DL1,VC3m,VL2a,DL4,4587289,1419144,2500575,2500501,1419192,3023434
793,DP1l,DA3,DA3,VM3,VM5d,2500556,2500563,2500563,1419178,1194543,3023434
794,VC3m,DL4,VL2a,VA3,D,2500575,1419192,2500501,1419182,1419148,3023434
795,DA1,DA1,VA6,DL1,VL2p,1419201,1419201,2500515,1419144,1419126,3023434
796,VL2p,VM3,VC2,DP1l,V,1419126,1419178,1419099,2500556,1419095,3023434
797,VM7v,VC4,DA1,VA1d,VA6,1419157,2500615,1419201,1283107,2500515,3023434
798,VC3m,VL2p,VA7m,DC1,VA7l,2500575,1419126,1419121,1419168,1419088,189008
799,VA4,DM1,VL2p,VA3,DM5,1283123,1419230,1419126,1419182,1419102,189008
800,VC2,VA7l,VL2p,DA4l,VL2p,1419099,1419088,1419126,4502221,1419126,189008
801,VM1,VA2,VC2,VC5,VA7l,1419153,1419211,1419099,5604551,1419088,189008
802,VL2a,VA1d,VA6,DA1,DA1,2500501,1283107,2500515,1419201,1419201,189008
803,DA1,DC3,DA1,DA1,DA1,1419201,1283111,1419201,1419201,1419201,189008
804,DA1,VC3m,DL1,VC5,DC2,1419201,2500575,1419144,5604551,1283103,424535
805,DM3,DM4,DM1,VA4,DM4,1419219,1419070,1419230,1283123,1419070,424535
806,V,DM4,VA4,DM5,VM2,1419095,1419070,1283123,1419102,1419073,424535
807,DC1,DC2,DL5,DM2,VA3,1419168,1283103,1419118,1419110,1419182,424535
808,DC1,DL5,VM5v,VM5d,VC3m,1419168,1419118,1194549,1194543,2500575,424535
809,DC1,VM5v,DM6,DM2,DP1m,1419168,1194549,2500548,1419110,2500472,424535
810,VM7d,VM5v,VA1d,VM5v,VM7v,1419114,1194549,1283107,1194549,1419157,14938
811,VA2,VC4,DM1,VA6,VM7v,1419211,2500615,1419230,2500515,1419157,14938
812,VM5d,VC3m,VC4,DC2,VC4,1194543,2500575,2500615,1283103,2500615,14938
813,VA7m,VA7m,VA3,VP1,V,1419121,1419121,1419182,5304188,1419095,14938
814,VM5v,VC3l,DL5,DC1,VC3m,1194549,4587289,1419118,1419168,2500575,14938
815,DP1m,DM1,V,VM3,DL2v,2500472,1419230,1419095,1419178,1419214,514652
816,DP1m,DM4,DM2,VL2p,DC1,2500472,1419070,1419110,1419126,1419168,514652
817,DM1,DP1m,DM1,V,DM4,1419230,2500472,1419230,1419095,1419070,514652
818,DL2d,VM3,DM4,V,DM1,1419171,1419178,1419070,1419095,1419230,514652
819,VM2,VM2,DL2v,VM3,VA2,1419073,1419073,1419214,1419178,1419211,514652
820,VM5v,DL1,VA3,VC3l,DP1m,1194549,1419144,1419182,4587289,2500472,16990
821,DM6,VC3l,VM5d,VM5v,VC4,2500548,4587289,1194543,1194549,2500615,16990
822,DL2v,VC2,VA3,VA3,DL2v,1419214,1419099,1419182,1419182,1419214,16990
823,DL3,VC3l,DL1,VC3l,VM7v,2468810,4587289,1419144,4587289,1419157,16990
824,DC1,VM5v,DM2,DP1m,DM6,1419168,1194549,1419110,2500472,2500548,16990
825,DP1m,DC2,VM5v,DM6,VC3m,2500472,1283103,1194549,2500548,2500575,16990
826,VL2p,V,VA4,DP1m,VC3m,1419126,1419095,1283123,2500472,2500575,10850
827,VM5d,DC1,DM2,VM7v,VC4,1194543,1419168,1419110,1419157,2500615,10850
828,VA6,DL1,VA1v,D,DL1,2500515,1419144,2500585,1419148,1419144,10850
829,VC3l,DP1m,VA2,DM2,DC1,4587289,2500472,1419211,1419110,1419168,10850
830,DP1m,DM5,V,DM4,VA2,2500472,1419102,1419095,1419070,1419211,10850
831,DM5,VM2,DL2v,VM3,VA4,1419102,1419073,1419214,1419178,1283123,356962
832,VC3m,VM5d,DC2,VC3l,VC4,2500575,1194543,1283103,4587289,2500615,356962
833,DM6,DM2,DM4,DP1m,VM3,2500548,1419110,1419070,2500472,1419178,356962
834,VM5v,DC1,DM6,DA1,DP1m,1194549,1419168,2500548,1419201,2500472,424547
835,VM5v,VA5,DP1m,DC2,VM5v,1194549,2500530,2500472,1283103,1194549,424547
836,VM7v,DL5,VM7d,DC2,VL2a,1419157,1419118,1419114,1283103,2500501,424547
837,DP1m,VC3m,VM5v,DM6,VA7m,2500472,2500575,1194549,2500548,1419121,424547
838,DM3,DL2v,DM2,DM1,DM4,1419219,1419214,1419110,1419230,1419070,424547
839,VL2a,VC3m,VM4,VM4,DP1l,2500501,2500575,1419198,1419198,2500556,514658
840,VA6,VL2p,VC1,DC1,DA1,2500515,1419126,1419195,1419168,1419201,514658
841,DL3,DL4,DC1,DL1,DL1,2468810,1419192,1419168,1419144,1419144,514658
842,VA3,VL2p,VC5,VC4,VL2a,1419182,1419126,5604551,2500615,2500501,6826598
843,VL2p,VC5,VA3,V,VM1,1419126,5604551,1419182,1419095,1419153,6826598
844,VL2a,VA1d,DA1,DA1,DA1,2500501,1283107,1419201,1419201,1419201,6826598
845,VA3,DL1,VM7v,VL2p,DA3,1419182,1419144,1419157,1419126,2500563,6826598
846,DA2,VA3,VC2,DA4l,VA7m,1419133,1419182,1419099,4502221,1419121,6826598
847,VP1,DA2,VC5,DA4l,VP2,5304188,1419133,5604551,4502221,4672152,6826598
848,DM5,DP1m,DM2,DM6,DM2,1419102,2500472,1419110,2500548,1419110,8262248
849,DM1,VM3,DM4,DL2v,VM2,1419230,1419178,1419070,1419214,1419073,8262248
850,DP1l,V,VM2,DM1,V,2500556,1419095,1419073,1419230,1419095,8262248
851,VA4,DP1l,VA2,DL2v,VM2,1283123,2500556,1419211,1419214,1419073,8262248
852,DM1,VM3,DM3,VM2,VA4,1419230,1419178,1419219,1419073,1283123,8262248
853,DM3,DP1m,DM2,DM4,VL2p,1419219,2500472,1419110,1419070,1419126,8262248
854,DL4,D,VA7m,DA1,DC2,1419192,1419148,1419121,1419201,1283103,6762
855,VC2,VL2p,VA7l,DP1m,DA4l,1419099,1419126,1419088,2500472,4502221,6762
856,VL2p,VA4,V,DP1m,VC3m,1419126,1283123,1419095,2500472,2500575,6762
857,DL4,DL3,DC1,DL1,DL1,1419192,2468810,1419168,1419144,1419144,6762
858,DA1,DA1,DC3,VA1d,DA1,1419201,1419201,1283111,1283107,1419201,6762
859,VL2a,VM7v,DC3,VM7v,VC4,2500501,1419157,1283111,1419157,2500615,6762
860,VA1v,DA1,DA1,DC3,DA1,2500585,1419201,1419201,1283111,1419201,6762
861,DM6,DM2,DP1m,DM2,DM4,2500548,1419110,2500472,1419110,1419070,14954
862,DP1m,DM2,VM3,DM6,DM1,2500472,1419110,1419178,2500548,1419230,14954
863,VC3m,VM5d,DC2,VP1,VC3l,2500575,1194543,1283103,5304188,4587289,14954
864,VA5,DC2,VA7m,VA5,DA2,2500530,1283103,1419121,2500530,1419133,8278640
865,DL3,VC3m,DL4,VC3l,DL5,2468810,2500575,1419192,4587289,1419118,8278640
866,DL1,VM5d,VC3l,VC3m,DL1,1419144,1194543,4587289,2500575,1419144,8278640
867,VM4,VC5,DC3,VM5d,DL5,1419198,5604551,1283111,1194543,1419118,8278640
868,VA7m,VA5,VP1,DA1,DA2,1419121,2500530,5304188,1419201,1419133,8278640
869,DL3,VC3l,VM7v,DL1,VC3l,2468810,4587289,1419157,1419144,4587289,8278640
870,VM5d,VC3l,DM6,DP1m,VM5v,1194543,4587289,2500548,2500472,1194549,531058
871,DL5,VC3m,DL3,VC3l,VM5d,1419118,2500575,2468810,4587289,1194543,531058
872,VM5d,VM5d,DL5,VC3m,DL1,1194543,1194543,1419118,2500575,1419144,531058
873,VM5v,DM6,DM6,DP1m,DM6,1194549,2500548,2500548,2500472,2500548,531058
874,DM6,VC3l,VM5d,VA2,VC4,2500548,4587289,1194543,1419211,2500615,531058
875,VC3l,DL3,VC4,VA6,DL1,4587289,2468810,2500615,2500515,1419144,531058
876,DC3,DA1,DA1,DA1,DC3,1283111,1419201,1419201,1419201,1283111,531058
877,VC3m,DP1m,VA7m,DC2,VM5v,2500575,2500472,1419121,1283103,1194549,514676
878,DC4,VM5d,DC1,DL5,VM5d,1419077,1194543,1419168,1419118,1194543,514676
879,DL3,VC3l,VC3l,DL1,VC4,2468810,4587289,4587289,1419144,2500615,514676
880,D,DL4,VC4,DA1,DL4,1419148,1419192,2500615,1419201,1419192,514676
881,DA1,DA1,DL1,VA1d,DC3,1419201,1419201,1419144,1283107,1283111,12918
882,DA4l,DC1,VA6,DA4l,VA6,4502221,1419168,2500515,4502221,2500515,12918
883,VA1v,DA1,DC3,DA1,DC3,2500585,1419201,1283111,1419201,1283111,12918
884,VM5v,VC3l,DL5,VM5v,VP1,1194549,4587289,1419118,1194549,5304188,12918
885,DA1,DA1,VA1d,DA1,VA1v,1419201,1419201,1283107,1419201,2500585,12918
886,VA7m,VM7d,VM5v,VM7d,DA4m,1419121,1419114,1194549,1419114,1419080,12918
887,DP1m,VL2p,DM4,DC1,DM2,2500472,1419126,1419070,1419168,1419110,2812539
888,DM4,DM1,DM1,DP1m,VM3,1419070,1419230,1419230,2500472,1419178,2812539
889,VM2,VM2,DM5,DL2v,V,1419073,1419073,1419102,1419214,1419095,2812539
890,DM5,VA7m,DL2d,VM1,DP1l,1419102,1419121,1419171,1419153,2500556,2812539
891,DC1,V,DP1l,VM3,VA4,1419168,1419095,2500556,1419178,1283123,2812539
892,VA7m,VA7m,DL2d,DM1,DP1l,1419121,1419121,1419171,1419230,2500556,2812539
893,DP1l,VM1,VA7m,DL1,DM5,2500556,1419153,1419121,1419144,1419102,2812539
894,VC1,DP1m,DA4l,VC1,VP2,1419195,2500472,4502221,1419195,4672152,2812539
895,DA1,DL1,VM5v,VC3m,VL2p,1419201,1419144,1194549,2500575,1419126,2812539
896,VM2,VA4,DM5,VM2,VM3,1419073,1283123,1419102,1419073,1419178,10882
897,DP1m,DM1,VL2p,DM2,VC2,2500472,1419230,1419126,1419110,1419099,10882
898,VM2,VM2,VM3,DL2v,VA2,1419073,1419073,1419178,1419214,1419211,10882
